field_component,derivative_x,region_name,s_start,s_end,idx_start,idx_end,param_index,param_name,param_symbol,param_value,to_fit
Bx,0,Poly_142,0.778,0.79,1878,1890,0,a_1_0,a_1_0,4700006.973614209,True
Bx,0,Poly_142,0.778,0.79,1878,1890,1,a_1_1,a_1_1,-24118130.32315966,True
Bx,0,Poly_142,0.778,0.79,1878,1890,2,a_1_2,a_1_2,46409206.90112187,True
Bx,0,Poly_142,0.778,0.79,1878,1890,3,a_1_3,a_1_3,-39688616.8720946,True
Bx,0,Poly_142,0.778,0.79,1878,1890,4,a_1_4,a_1_4,12727484.684668912,True
Bx,0,Poly_143,0.79,0.808,1890,1908,0,a_1_0,a_1_0,270246.7624923567,True
Bx,0,Poly_143,0.79,0.808,1890,1908,1,a_1_1,a_1_1,-1203562.026148076,True
Bx,0,Poly_143,0.79,0.808,1890,1908,2,a_1_2,a_1_2,1978703.421570028,True
Bx,0,Poly_143,0.79,0.808,1890,1908,3,a_1_3,a_1_3,-1416454.9868349056,True
Bx,0,Poly_143,0.79,0.808,1890,1908,4,a_1_4,a_1_4,369769.82991533383,True
Bx,0,Poly_144,0.808,0.8200000000000001,1908,1920,0,a_1_0,a_1_0,863917.0717428488,True
Bx,0,Poly_144,0.808,0.8200000000000001,1908,1920,1,a_1_1,a_1_1,-4439367.92322219,True
Bx,0,Poly_144,0.808,0.8200000000000001,1908,1920,2,a_1_2,a_1_2,8537274.041517137,True
Bx,0,Poly_144,0.808,0.8200000000000001,1908,1920,3,a_1_3,a_1_3,-7283211.857476908,True
