point,name,norm_mm,after_radial_sign_norm_mm,after_rigid_correction_norm_mm,after_seed_correction_norm_mm,tangent_roll_hypothesis_norm_mm,request_r_at_socket_mm,roll_difference_rad,socket_rst_changed,delta_r_mm,delta_s_mm,delta_t_mm,after_radial_sign_x_mm,after_radial_sign_y_mm,after_radial_sign_z_mm,after_rigid_correction_x_mm,after_rigid_correction_y_mm,after_rigid_correction_z_mm,after_seed_correction_x_mm,after_seed_correction_y_mm,after_seed_correction_z_mm,tangent_roll_hypothesis_x_mm,tangent_roll_hypothesis_y_mm,tangent_roll_hypothesis_z_mm
QNL.X0220034.E,QNL.X0220034,2.7971101158177327,0.002233915388499134,0.0022349008446949123,0.0002674600090152342,0.0002674600090152342,1.3996655518394647,-2.9999999999930256e-09,False,2.7971101055311887,-0.00023979473559956367,-6.608743118885519e-06,-0.002233644441045589,3.417448985864463e-05,-6.525197489410065e-06,-0.002234628027508734,3.430432116147131e-05,-6.525169737869874e-06,-0.00016635704014333896,-0.00020932657207595184,-6.525169737869874e-06,-0.00016635704014333896,-0.00020932657207595184,-6.525169737869874e-06
QNL.X0220034.S,QNL.X0220034,2.80219503250214,0.0029301167261833834,0.002929990980146676,0.0008752849790159529,0.0008752849790159529,-1.3996655518394647,-2.9999999999930256e-09,False,-2.802194964004397,0.0006195501212695985,6.7611025568293375e-06,-0.0027663556600174624,0.0009658249391824095,6.525197489410065e-06,-0.0027659666557156015,0.0009665573088568635,6.524714990518987e-06,-0.0005237375262368005,0.0007012704372755252,6.524714990518987e-06,-0.0005237375262368005,0.0007012704372755252,6.524714990518987e-06
QNL.X0220041.E,QNL.X0220041,0.0019999999949504854,0.0019999999949504854,0.0019999999949504854,0.0005767676028935096,0.0005767676028935096,-0.0,0.0,False,-0.0019849267803309497,-0.0002450829433518249,-8.605205969639094e-08,-0.0019999999949504854,0.0,0.0,-0.0019999999949504854,0.0,0.0,0.0004947911520503112,-0.00029638249543495476,0.0,0.0004947911520503112,-0.00029638249543495476,0.0
QNL.X0220041.S,QNL.X0220041,0.002999999992425728,0.002999999992425728,0.002999999992425728,0.00045907539849747485,0.00045907539849747485,-0.0,0.0,False,-0.0029773901704964246,-0.00036762441502773737,-1.290780895445864e-07,-0.002999999992425728,0.0,0.0,-0.002999999992425728,0.0,0.0,-0.0003312292164991959,-0.00031786385079612955,0.0,-0.0003312292164991959,-0.00031786385079612955,0.0
QNL.X0220049.E,QNL.X0220049,5.595212685861549,0.0034679869436281623,0.003468124121689004,0.0005872090216429185,0.0005872090216429185,2.7993311036789295,2.0000000000314905e-09,False,5.595212674453922,-0.00035704708295166993,-1.3174459868801303e-05,-0.0034672887709290973,6.834988921199103e-05,-1.305039497882013e-05,-0.003467420810920885,6.861137080704793e-05,-1.3050794223090634e-05,-0.0005136510026204633,-0.00028426529752323404,-1.3050794223090634e-05,-0.0005136510026204633,-0.00028426529752323404,-1.3050794223090634e-05
QNL.X0220049.S,QNL.X0220049,5.602159940691908,0.0035333965708004315,0.00353424090413399,0.0006021006472893911,0.0006021006472893911,-2.7993311036789295,2.0000000000314905e-09,False,-5.602159918297911,-0.0005007432327110107,1.2873277654972473e-05,-0.0035327113250844394,-6.834988921199103e-05,1.305039497882013e-05,-0.0035335257280166843,-6.988830136833712e-05,1.3050794223090634e-05,-0.0004058197191625368,-0.0004445955710252747,1.3050794223090634e-05,-0.0004058197191625368,-0.0004445955710252747,1.3050794223090634e-05
MBNV.X0220053.E,MBNV.X0220053,12.000056041707872,0.002508401275640376,0.002508401416759437,0.0007228820436639824,0.0007228820436639824,-6.0,1.5707963269999998,True,-12.000055779668859,-3.468889379817366e-06,-0.0025077786096429247,-0.0024893245148302537,0.0003036954207207853,5.576298891390996e-05,-0.0024893246290957904,0.0003036957423319109,5.576248440775089e-05,0.0007162244628489134,-8.044571586651728e-05,5.576248440775089e-05,0.0007162244628489134,-8.044571586651728e-05,5.576248440775089e-05
MBNV.X0220053.S,MBNV.X0220053,12.001056661866928,0.003658176007810369,0.0036581759978990577,0.0010624785289966225,0.0010624785289966225,-6.0,1.5707963269999998,True,-12.00105615079537,-0.000122961222957041,-0.003500239668824143,-0.0034893245123054964,0.0003036954207207853,0.001055762872702315,-0.003489324626571033,0.0003036957423319109,0.0010557623681961559,-4.681498921854654e-05,-0.0001097032509278506,0.0010557623681961559,-4.681498921854654e-05,-0.0001097032509278506,0.0010557623681961559
MBNV.X0220059.E,MBNV.X0220059,4.0001981199946455,0.0031606134477712004,0.0031606136094348087,0.0004928536736618307,0.0004928536736618307,-2.0,1.570796327,True,-4.000196876216417,-0.00014227664506282124,-0.0031512655359254324,-0.0031451885696309025,0.0002430317736794424,0.00019545276840580994,-0.00314518865707214,0.00024303244572365656,0.0001954531398951076,0.00041304372189188143,-0.0001846556187956594,0.0001954531398951076,0.00041304372189188143,-0.0001846556187956594,0.0001954531398951076
MBNV.X0220059.S,MBNV.X0220059,4.002200144598081,0.004696984675094562,0.004696984960676778,0.0022334450336857882,0.0022334450336857882,-2.0,1.570796327,True,-4.002197991969483,-0.0002450419385602315,-0.0041437242655015935,-0.004145188680792983,0.00024303086418474062,0.00219545253598262,-0.00414518876823422,0.0002430315362289548,0.0021954529074719176,-0.0003500063030514866,-0.00021391315385699272,0.0021954529074719176,-0.0003500063030514866,-0.00021391315385699272,0.0021954529074719176
MBNV.X0220065.E,MBNV.X0220065,2.000288979070156,0.0041911596169574294,0.004191159618854259,0.00047835818604354246,0.00047835818604354246,1.0,1.570796327,True,2.000284608492648,0.00029491245733173887,-0.0041710722342388285,-0.004102918693557427,0.0008085015483325926,-0.0002796468759266868,-0.004102918637727271,0.000808501681603957,-0.000279647338174982,-0.0001920235490615596,0.0003372697392478585,-0.000279647338174982,-0.0001920235490615596,0.0003372697392478585,-0.000279647338174982
MBNV.X0220065.S,MBNV.X0220065,1.9982892680743967,0.004521861585239001,0.004521861382546641,0.0017482860916799273,0.0017482860916799273,1.0,1.570796327,True,1.9982848879172783,0.0003283565856268311,-0.004171067572269255,-0.004102918693557427,0.0008085015483325926,0.001720353346397474,-0.004102918637727271,0.000808501681603957,0.0017203528841491789,4.490493665798567e-05,0.0003080158421653323,0.0017203528841491789,4.490493665798567e-05,0.0003080158421653323,0.0017203528841491789
XCSH.X0220068.E,XCSH.X0220068,12.955690216991735,0.004448685885159822,0.004465018473629292,0.0011037773522429347,0.0011037773522429347,6.48,0.000656558,False,12.955690170055917,-0.00041419247229852914,-0.0010220648480976403,-0.004325569081390854,0.00013757445238701468,-0.0010302094432619656,-0.004342470901974593,0.00013318549463292584,-0.0010303388080501463,-0.0001256911446034792,-0.00037540394259849563,-0.0010303388080501463,-0.0001256911446034792,-0.00037540394259849563,-0.0010303388080501463
XCSH.X0220068.S,XCSH.X0220068,12.964622362340787,0.004676552668464619,0.004678216646277514,0.0007645331204048181,0.0007645331204048181,-6.480000000000001,0.000656558,False,-12.96462234289977,-0.0007085976848392097,4.450055072147878e-05,-0.004674431009571434,-0.0001375753618819333,3.0209559473560746e-05,-0.004676325602304132,-0.00012949021765962243,3.0366663850145414e-05,-0.00040915199406299507,-0.0006451227818615735,3.0366663850145414e-05,-0.00040915199406299507,-0.0006451227818615735,3.0366663850145414e-05
MBNV.X0220071.E,MBNV.X0220071,40.00010672474408,0.004635713449190056,0.004635713296265332,0.000374269459289712,0.000374269459289712,20.0,1.570796327,True,40.000106456263474,0.00023355960601439615,-0.004628601965756983,-0.0045647976613228365,0.0008014197074455911,-0.00010093535902228057,-0.004564797563944012,0.0008014194463612512,-0.0001009348125080578,-0.00022960318801779067,0.0002777987901936285,-0.0001009348125080578,-0.00022960318801779067,0.0002777987901936285,-0.0001009348125080578
MBNV.X0220071.S,MBNV.X0220071,39.99810728031736,0.005008602244564304,0.0050086023212576585,0.0019152746026312362,0.0019152746026312362,19.999999999999996,1.570796327,True,39.998107011521014,0.00028067427609553344,-0.0046285973051676714,-0.00456479777500966,0.0008014187979509977,0.0018990644085475905,-0.00456479767763085,0.0008014185368665494,0.0018990649550687522,7.29244220565306e-06,0.0002485476215952076,0.0018990649550687522,7.29244220565306e-06,0.0002485476215952076,0.0018990649550687522
MBNV.X0220077.E,MBNV.X0220077,200.0013861226483,0.004563244658416016,0.004563244327804426,0.001448562904969153,0.001448562904969153,100.0,1.5707963269999998,True,200.00138607539364,-0.00019299991296014424,-0.004343356749028182,-0.0043290967189256934,0.00038259281038600934,-0.0013913109473406848,-0.004329096555011347,0.00038259258872130886,-0.0013913104339735582,0.0003585164449759759,-0.00018454193195793778,-0.0013913104339735582,0.0003585164449759759,-0.00018454193195793778,-0.0013913104339735582
MBNV.X0220077.S,MBNV.X0220077,200.00341536599439,0.005670417280602314,0.005670416794384024,0.003531795868884441,0.003531795868884441,100.0,1.5707963269999998,True,200.00341531477216,0.0007382195696577221,-0.004465902933378286,-0.004329096832612531,0.0013825922394270634,-0.0033913111696648457,-0.004329096668698185,0.001382592017762363,-0.003391310656297719,0.0005953685331405723,0.0007862126949476078,-0.003391310656297719,0.0005953685331405723,0.0007862126949476078,-0.003391310656297719
MBNV.X0220083.E,MBNV.X0220083,0.005099019389239913,0.005099019389239913,0.005099019389239913,0.00039140505874953746,0.00039140505874953746,0.0,1.570796326,True,1.4124794423730117e-05,0.0003794926572706234,-0.005084858360377872,-0.0049999999873762135,0.000999999429041054,0.0,-0.0049999999873762135,0.000999999429041054,0.0,3.9939777707331814e-05,0.00038936195778660476,0.0,3.9939777707331814e-05,0.00038936195778660476,0.0
MBNV.X0220083.S,MBNV.X0220083,0.006999999966085727,0.006999999966085727,0.006999999966085727,0.003372395186067089,0.003372395186067089,0.0,1.570796326,True,0.0030444263726817377,0.001137135123856175,-0.006199870264498499,-0.005999999984851456,0.00199999976757681,-0.003000000106112566,-0.005999999984851456,0.00199999976757681,-0.003000000106112566,-0.0007232629286590964,0.0013601247701444663,-0.003000000106112566,-0.0007232629286590964,0.0013601247701444663,-0.003000000106112566
QNL.X0220087.E,QNL.X0220087,0.005099019567606479,0.005099019567606479,0.005099019567606479,0.000498958797241589,0.000498958797241589,-0.0,0.0,False,-0.0050848584718287005,0.0003794430552176114,-1.5422067072982984e-05,-0.0049999999873762135,0.0010000003385357559,0.0,-0.0049999999873762135,0.0010000003385357559,0.0,0.0003551782583599561,0.0003504401320242323,0.0,0.0003551782583599561,0.0003504401320242323,0.0
QNL.X0220087.S,QNL.X0220087,0.006082762571010733,0.006082762571010733,0.006082762571010733,0.0005745022886583255,0.0005745022886583255,-0.0,0.0,False,-0.006077321861994176,0.00025700291523209247,-1.0439472160267167e-05,-0.005999999984851456,0.0010000003385357559,0.0,-0.005999999984851456,0.0010000003385357559,0.0,-0.00047098581035243114,0.0003289760570623912,0.0,-0.00047098581035243114,0.0003289760570623912,0.0
QNL.X0220097.E,QNL.X0220097,0.006082762571010733,0.006082762571010733,0.006082762571010733,0.00027195426171185556,0.00027195426171185556,0.0,1.0000000000157452e-09,False,-0.006077321861994176,0.00025700291523209247,-1.0439472160267167e-05,-0.005999999984851456,0.0010000003385357559,0.0,-0.005999999984851456,0.0010000003385357559,0.0,-8.167262421920896e-06,0.00027183159545529634,0.0,-8.167262421920896e-06,0.00027183159545529634,0.0
QNL.X0220097.S,QNL.X0220097,0.007071067777934999,0.007071067777934999,0.007071067777934999,0.0015026830610398814,0.0015026830610398814,0.0,1.0000000000157452e-09,False,-0.006947246062142584,-0.0008977225884438027,-0.0009642955078153022,-0.006999999982326699,0.0,-0.000999999883788405,-0.006999999982326699,0.0,-0.000999999883788405,-0.0008343304216396064,-0.0007496328180423006,-0.000999999883788405,-0.0008343304216396064,-0.0007496328180423006,-0.000999999883788405
MBXHC.X0220117.E,MBXHC.X0220117,0.00824621128556186,0.00824621128556186,0.00824621128556186,0.001369094995060214,0.001369094995060214,0.0,0.0,False,-0.008183509944882822,0.00101414996437862,-4.08092867204479e-05,-0.00800000009348878,0.00199999976757681,0.0,-0.00800000009348878,0.00199999976757681,0.0,-0.0007860658115532715,0.0011209467629669234,0.0,-0.0007860658115532715,0.0011209467629669234,0.0
MBXHC.X0220117.S,MBXHC.X0220117,0.008062257770246663,0.008062257770246663,0.008062257770246663,0.0006560262945990306,0.0006560262945990306,0.0,0.0,False,-0.008062226770412706,2.2352436102756777e-05,-4.7428233483553737e-07,-0.007999999979801942,0.0010000003385357559,0.0,-0.007999999979801942,0.0010000003385357559,0.0,-0.00064772314090078,0.00010404437489341944,0.0,-0.00064772314090078,0.00010404437489341944,0.0
MBXHC.X0220120.E,MBXHC.X0220120,0.008062257770246663,0.008062257770246663,0.008062257770246663,0.0005880929885165163,0.0005880929885165163,0.0,-1.0000000000021927e-09,False,-0.008062144086347868,4.281191335480204e-05,-4.7428233483553737e-07,-0.007999999979801942,0.0010000003385357559,0.0,-0.007999999979801942,0.0010000003385357559,0.0,-0.0005802238547403249,9.588347893441096e-05,0.0,-0.0005802238547403249,9.588347893441096e-05,0.0
MBXHC.X0220120.S,MBXHC.X0220120,0.00905538516549323,0.00905538516549323,0.00905538516549323,0.0014440196470066682,0.0014440196470066682,0.0,-1.0000000000021927e-09,False,-0.009055066365754582,-7.585039219966179e-05,4.508349828829989e-06,-0.009000000090964022,0.000999999429041054,0.0,-0.009000000090964022,0.000999999429041054,0.0,-0.0014418388900594437,7.933067536214367e-05,0.0,-0.0014418388900594437,7.933067536214367e-05,0.0
MBXHC.X0220123.E,MBXHC.X0220123,0.008062257657437743,0.008062257657437743,0.008062257657437743,0.0003800552197654207,0.0003800552197654207,0.0,9.999999999996516e-10,False,-0.008062009376714842,6.327021231671635e-05,-4.742456503412926e-07,-0.007999999979801942,0.000999999429041054,0.0,-0.007999999979801942,0.000999999429041054,0.0,-0.00037332131341827335,7.12261680746451e-05,0.0,-0.00037332131341827335,7.12261680746451e-05,0.0
MBXHC.X0220123.S,MBXHC.X0220123,0.008124038356136998,0.008124038356136998,0.008124038356136998,0.0010286904059784918,0.0010286904059784918,0.0,9.999999999996516e-10,False,-0.00806174920612898,0.00010391100665058957,0.000998699880925605,-0.007999999979801942,0.000999999429041054,0.0010000003385357559,-0.007999999979801942,0.000999999429041054,0.0010000003385357559,-0.00023489462819270557,5.502533895196393e-05,0.0010000003385357559,-0.00023489462819270557,5.502533895196393e-05,0.0010000003385357559
MBXHC.X0220127.E,MBXHC.X0220127,0.008062257770246663,0.008062257770246663,0.008062257770246663,0.00016911693260398788,0.00016911693260398788,0.0,0.0,False,-0.00806182295956075,8.372990898223667e-05,-4.7428233483553737e-07,-0.007999999979801942,0.0010000003385357559,0.0,-0.007999999979801942,0.0010000003385357559,0.0,-0.00016255171431112103,4.666344466386363e-05,0.0,-0.00016255171431112103,4.666344466386363e-05,0.0
MBXHC.X0220127.S,MBXHC.X0220127,0.009110433581100176,0.009110433581100176,0.009110433581100176,0.0014316766445919946,0.0014316766445919946,0.0,0.0,False,-0.009055698002432421,-7.053046673985044e-05,-0.0009946653596264326,-0.008999999977277184,0.0010000003385357559,-0.000999999883788405,-0.008999999977277184,0.0010000003385357559,-0.000999999883788405,-0.0010240843266728916,3.081458999076858e-05,-0.000999999883788405,-0.0010240843266728916,3.081458999076858e-05,-0.000999999883788405
XSCI.X0220130.E,XSCI.X0220130,1.0005048727759953,1.0005048727759953,0.009257935225140212,0.0012656929161916218,0.0012656929161916218,0.0,-6.989999999998386e-07,False,-0.00924103570707189,0.010386569246051615,1.0004082780979318,-0.012999999967178155,-0.029000000722589903,1.0000000002037268,-0.00914067265966878,0.0014095485312282108,0.00041308703657705337,-0.0011146304359499482,0.0004346684363554232,0.00041308703657705337,-0.0011146304359499482,0.0004346684363554232,0.00041308703657705337
XCHV.X0220130.E,XCHV.X0220130,0.009055385152938605,0.009055385152938605,0.009055385152938605,0.0009328358205160033,0.0009328358205160033,0.0,0.0,False,-0.009055365335662563,-1.8400566827785653e-05,4.508312577880284e-06,-0.008999999977277184,0.0010000003385357559,0.0,-0.008999999977277184,0.0010000003385357559,0.0,-0.000932610419113189,2.050546754617244e-05,0.0,-0.000932610419113189,2.050546754617244e-05,0.0
XCHV.X0220130.S,XCHV.X0220130,0.008062257770246663,0.008062257770246663,0.008062257770246663,0.00010116485185687894,0.00010116485185687894,0.0,0.0,False,-0.00806171022886717,9.395911205149715e-05,-4.7428233483553737e-07,-0.007999999979801942,0.0010000003385357559,0.0,-0.007999999979801942,0.0010000003385357559,0.0,9.976486126106465e-05,1.677199179539457e-05,0.0,9.976486126106465e-05,1.677199179539457e-05,0.0
QNL.X0220132.E,QNL.X0220132,0.00905538505250173,0.00905538505250173,0.00905538505250173,0.0008571987207731342,0.0008571987207731342,0.0,0.0,False,-0.009055365233372296,-1.8401469807055572e-05,4.508349262374529e-06,-0.008999999977277184,0.000999999429041054,0.0,-0.008999999977277184,0.000999999429041054,0.0,-0.0008571159924031235,1.1908923625014722e-05,0.0,-0.0008571159924031235,1.1908923625014722e-05,0.0
QNL.X0220132.S,QNL.X0220132,0.009433981204644363,0.009433981204644363,0.009433981204644363,0.002334748265447834,0.002334748265447834,0.0,0.0,False,-0.00916866444975709,0.0008931569941377399,-0.0020341740734673075,-0.008999999977277184,0.0020000006770715117,-0.00199999976757681,-0.008999999977277184,0.0020000006770715117,-0.00199999976757681,-0.0006830570100646582,0.0009922114259097725,-0.00199999976757681,-0.0006830570100646582,0.0009922114259097725,-0.00199999976757681
LSX.X0220134.E,LSX.X0220134,0.00812403830016146,0.00812403830016146,0.00812403830016146,0.001061226501318858,0.001061226501318858,0.0,0.0,False,-0.00806212499637216,5.331871801211057e-05,-0.000999647917854654,-0.007999999979801942,0.000999999429041054,-0.000999999883788405,-0.007999999979801942,0.000999999429041054,-0.000999999883788405,0.00035504228890204104,-1.2119926395826042e-05,-0.000999999883788405,0.00035504228890204104,-1.2119926395826042e-05,-0.000999999883788405
LSX.X0220134.S,LSX.X0220134,0.009000000090964022,0.009000000090964022,0.009000000090964022,0.0011835836513060852,0.0011835836513060852,0.0,0.0,False,-0.008942896074124058,-0.001011237122687361,4.484335478089781e-05,-0.009000000090964022,0.0,0.0,-0.009000000090964022,0.0,0.0,-0.0006062933834982687,-0.0010165031198994257,0.0,-0.0006062933834982687,-0.0010165031198994257,0.0
MCXCA.X0220135.E,MCXCA.X0220135,746.7115834570328,746.7115834570328,746.7115834570328,746.7055820465068,746.7055820465068,-0.0,1.5707963269999998,False,-528.0002933339408,4.512840257736572e-05,-528.0093551332021,-527.2899999999936,38.08799999933399,527.3449999999684,-527.2899999999936,38.08799999933399,527.3449999999684,-527.2815748643325,38.086979967374646,527.3449999999684,-527.2815748643325,38.086979967374646,527.3449999999684
MCXCA.X0220135.S,MCXCA.X0220135,746.7115834570791,746.7115834570791,746.7115834570791,746.7055687234194,746.7055687234194,-0.0,1.5707963269999998,False,-528.0002933339042,4.512930555644612e-05,-528.0093551333043,-527.2899999999936,38.08800000024348,527.3449999999684,-527.2899999999936,38.08800000024348,527.3449999999684,-527.2815561498874,38.08697785007098,527.3449999999684,-527.2815561498874,38.08697785007098,527.3449999999684
MBXHC.X0220137.E,MBXHC.X0220137,0.009055385152938605,0.009055385152938605,0.009055385152938605,0.0005117661908789595,0.0005117661908789595,0.0,0.0,False,-0.009055381393761483,-6.910622045447851e-06,4.508312577880284e-06,-0.008999999977277184,0.0010000003385357559,0.0,-0.008999999977277184,0.0010000003385357559,0.0,-0.000511040752826375,-2.72393663180992e-05,0.0,-0.000511040752826375,-2.72393663180992e-05,0.0
MBXHC.X0220137.S,MBXHC.X0220137,0.00927361852111874,0.00927361852111874,0.00927361852111874,0.0014335737980224123,0.0014335737980224123,0.0,0.0,False,-0.009167057360678034,0.0009454279812710338,-0.001035000364012045,-0.009000000090964022,0.00199999976757681,-0.000999999883788405,-0.009000000090964022,0.00199999976757681,-0.000999999883788405,-0.00037253357731970027,0.000957263182499446,-0.000999999883788405,-0.00037253357731970027,0.000957263182499446,-0.000999999883788405
MBXHC.X0220141.E,MBXHC.X0220141,0.010049875742806821,0.010049875742806821,0.010049875742806821,0.0013061168873976555,0.0013061168873976555,0.0,0.0,False,-0.010049445496510762,-9.250719529242024e-05,9.49090805705156e-06,-0.010000000088439265,0.0010000003385357559,0.0,-0.010000000088439265,0.0010000003385357559,0.0,-0.001305152295572043,-5.0187736633233726e-05,0.0,-0.001305152295572043,-5.0187736633233726e-05,0.0
MBXHC.X0220141.S,MBXHC.X0220141,0.009110433593578939,0.009110433593578939,0.009110433593578939,0.001015886727184524,0.001015886727184524,0.0,0.0,False,-0.009055939350028512,-2.456925071318564e-05,-0.000994665322375483,-0.009000000090964022,0.000999999429041054,-0.000999999883788405,-0.009000000090964022,0.000999999429041054,-0.000999999883788405,-0.00016660612800478702,-6.53335519018583e-05,-0.000999999883788405,-0.00016660612800478702,-6.53335519018583e-05,-0.000999999883788405
MBXHC.X0220144.E,MBXHC.X0220144,0.010099504980403335,0.010099504980403335,0.010099504980403335,0.0014877908971655809,0.0014877908971655809,0.0,1.0000000000157452e-09,False,-0.010048975092558601,-2.6368302566840244e-05,0.0010086650340665425,-0.009999999974752427,0.0010000003385357559,0.0010000003385357559,-0.009999999974752427,0.0010000003385357559,0.0010000003385357559,-0.001099203473131638,-7.261405698955059e-05,0.0010000003385357559,-0.001099203473131638,-7.261405698955059e-05,0.0010000003385357559
MBXHC.X0220144.S,MBXHC.X0220144,0.010049875539186093,0.010049875539186093,0.010049875539186093,0.0009645878088135769,0.0009645878088135769,0.0,1.0000000000157452e-09,False,-0.010049647683847487,-6.70052658269175e-05,9.490944175090343e-06,-0.009999999974752427,0.000999999429041054,0.0,-0.009999999974752427,0.000999999429041054,0.0,-0.0009606193316358258,-8.740789780858904e-05,0.0,-0.0009606193316358258,-8.740789780858904e-05,0.0
MBXHC.X0220147.E,MBXHC.X0220147,0.010246950684615041,0.010246950684615041,0.010246950684615041,0.0016179565410302165,0.0016179565410302165,0.0,0.0,False,-0.010152656260620601,0.0009929285076441276,0.0009683295747428412,-0.009999999974752427,0.00199999976757681,0.000999999883788405,-0.009999999974752427,0.00199999976757681,0.000999999883788405,-0.0008932390755944652,0.0009054874681169167,0.000999999883788405,-0.0008932390755944652,0.0009054874681169167,0.000999999883788405
MBXHC.X0220147.S,MBXHC.X0220147,0.010198038956846353,0.010198038956846353,0.010198038956846353,0.0011676522798523977,0.0011676522798523977,0.0,0.0,False,-0.010153432068261949,0.0009522943044025733,-3.0844097461471725e-05,-0.009999999974752427,0.00199999976757681,0.0,-0.009999999974752427,0.00199999976757681,0.0,-0.0007546177585027181,0.0008910465112421662,0.0,-0.0007546177585027181,0.0008910465112421662,0.0
